company,address,longitude,latitude,status,link_to_page,note
Amazon,"2305 Mission College Blvd Santa Clara California, USA",-1,-1,Active,https://www.datacentermap.com/usa/california/santa-clara/aws-sfo-mission-college-campus/,
Amazon,"2305 Mission College Blvd Santa Clara California, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/california/santa-clara/amazon-aws-sfo-2305-mission-a/,Part of Amazon AWS SFO - Mission College Campus
Amazon,"2305 Mission College Blvd Santa Clara California, USA  ",-1,-1,Planned,https://www.datacentermap.com/usa/california/santa-clara/amazon-aws-sfo-2305-mission-b/,Part of Amazon AWS SFO - Mission College Campus
Amazon,"960 Central Expy Santa Clara California, USA",-121.9544622,37.3733541,Land Banked,https://www.datacentermap.com/usa/california/santa-clara/amazon-aws-sfo-960-central/,
Amazon,"2250 Rock House Rd Lithia Springs Georgia, USA",-1,-1,Land Banked,https://www.datacentermap.com/usa/georgia/atlanta/2250-rockhouse-rd/,
Amazon,"7800 W Strickland St Douglasville Georgia, USA",-84.75226313443893,33.750133604231834,Land Banked,https://www.datacentermap.com/usa/georgia/atlanta/7800-w-strickland-st/,
Amazon,"Interstate 75 &amp; Highfalls Park Rd Barnesville Georgia, USA",-1,-1,Land Banked,https://www.datacentermap.com/usa/georgia/atlanta/amazon-aws-legacy-75-trade-center/,
Amazon,"2335 Echo Rd Lithia Springs Georgia, USA",-1,-1,Planned,https://www.datacentermap.com/usa/georgia/atlanta/amazon-aws-rock-house-road/,
Amazon,"63050 Prairie Dr Portage Indiana, USA",-87.17046904128712,41.6090532,Under Construction,https://www.datacentermap.com/usa/indiana/portage/amazon-aws-ord-63050-prairie/,
Amazon,"Huckleberry Rd &amp; Gordon Rd New Carlisle Indiana, USA",-1,-1,Under Construction,https://www.datacentermap.com/usa/indiana/south-bend/amazon-aws-new-carlisle/,
Amazon,,-1,-1,Land Banked,https://www.datacentermap.com/usa/minnesota/minneapolis/amazon-aws-sherco-power-plant/,"within Sherco Power Plant</i> Becker Minnesota, USA"
Amazon,"2890-2970 Beech Road Johnstown Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-beech-north-campus/,
Amazon,"2540-2580 Beech Rd Johnstown Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-beech-south-campus/,
Amazon,"4600-4636 Cosgray Rd Hillard Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-cosgray-campus/,
Amazon,"6645-6685 Crosby Court Dublin Ohio, USA",-83.0955435,40.1042672,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-crosby-campus/,
Amazon,"5109-5125 Hayden Run Rd Hillard Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-hayden-campus/,
Amazon,"8619 Industrial Parkway Plain City Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/aws-cmh-industrial-parkway-campus/,
Amazon,"2575-2875 Newton Court Johnstown Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-newton-campus/,
Amazon,"14684 Industrial Pkwy Marysville Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-project-cosmos-campus/,
Amazon,"4120-4188 Scioto Darby Creek Rd Hillard Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-scioto-campus/,
Amazon,"8567 Warner Road Plain City Ohio, USA",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-warner-campus/,
Amazon,"11793 Vans Valley Rd Galena Ohio, USA",-1,-1,Planned,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-11793-vans-valley/,
Amazon,"2540 Beech Rd Johnstown Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2540-beech/,Part of Amazon AWS CMH - Beech South Campus
Amazon,"2550 Beech Rd Johnstown Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2550-beech/,Part of Amazon AWS CMH - Beech South Campus
Amazon,"2560 Beech Rd Johnstown Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2560-beech/,Part of Amazon AWS CMH - Beech South Campus
Amazon,"2570 Beech Rd Johnstown Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2570-beech/,Part of Amazon AWS CMH - Beech South Campus
Amazon,"2575 Newton Court Johnstown Ohio, USA  ",-82.7241187,40.0936182,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2575-newton/,Part of Amazon AWS CMH - Newton Campus
Amazon,"2580 Beech Rd Johnstown Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2580-beech/,Part of Amazon AWS CMH - Beech South Campus
Amazon,"2675 Newton Court Johnstown Ohio, USA  ",-82.7241187,40.0936182,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2675-newton/,Part of Amazon AWS CMH - Newton Campus
Amazon,"2775 Newton Court Johnstown Ohio, USA  ",-82.7241187,40.0936182,Planned,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2775-newton/,Part of Amazon AWS CMH - Newton Campus
Amazon,"2875 Newton Court Johnstown Ohio, USA  ",-84.09564327484975,39.179804000000004,Planned,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-2875-newton/,Part of Amazon AWS CMH - Newton Campus
Amazon,"4600 Cosgray Rd Hillard Ohio, USA  ",-1,-1,Under Construction,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4600-cosgray/,Part of Amazon AWS CMH - Cosgray Campus
Amazon,"4612 Cosgray Rd Hillard Ohio, USA  ",-1,-1,Under Construction,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4612-cosgray/,Part of Amazon AWS CMH - Cosgray Campus
Amazon,"4624 Cosgray Rd Hillard Ohio, USA  ",-1,-1,Planned,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4624-cosgray/,Part of Amazon AWS CMH - Cosgray Campus
Amazon,"4636 Cosgray Rd Hillard Ohio, USA  ",-1,-1,Planned,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-4636-cosgray/,Part of Amazon AWS CMH - Cosgray Campus
